id,pressure
1000.0,155.5382537841797
1000.0,159.20999145507812
1000.0,157.0875244140625
1000.0,161.2043914794922
1000.0,160.59986877441406
1000.0,158.8167266845703
1000.0,161.5255889892578
1000.0,157.7694854736328
1000.0,156.5287322998047
1000.0,154.83578491210938
1000.0,162.7348175048828
1000.0,159.48043823242188
1000.0,157.75927734375
1000.0,161.2713165283203
1000.0,158.25152587890625
1000.0,156.44464111328125
1000.0,153.62210083007812
1000.0,152.53729248046875
1000.0,156.2180633544922
1000.0,159.57247924804688
1000.0,152.21063232421875
1000.0,159.12957763671875
1000.0,154.12353515625
1000.0,161.60678100585938
1000.0,152.50563049316406
1000.0,153.3611297607422
1000.0,161.83905029296875
1000.0,154.14306640625
1000.0,162.61056518554688
1000.0,155.72903442382812
1000.0,158.71792602539062
1000.0,154.30401611328125
1000.0,150.80502319335938
1000.0,153.73223876953125
1000.0,160.78424072265625
1000.0,151.52798461914062
1000.0,156.8927459716797
1000.0,153.7676544189453
1000.0,150.73500061035156
1000.0,156.53810119628906
1000.0,152.7738037109375
1000.0,155.58871459960938
1000.0,155.43243408203125
1000.0,154.4782257080078
1000.0,154.53652954101562
1000.0,155.9193572998047
1000.0,148.36135864257812
1000.0,157.52113342285156
1000.0,151.9881591796875
1000.0,153.53121948242188
1000.0,161.1176300048828
1000.0,149.63101196289062
1000.0,168.2406768798828
1000.0,150.87290954589844
1000.0,170.93919372558594
1000.0,155.25033569335938
1000.0,154.35757446289062
1000.0,170.53213500976562
1000.0,149.76185607910156
1000.0,167.09283447265625
1000.0,151.0559844970703
1000.0,152.84738159179688
1000.0,161.0662841796875
1000.0,151.30929565429688
1000.0,167.71688842773438
1000.0,147.74771118164062
1000.0,145.87942504882812
1000.0,159.92083740234375
1000.0,148.43951416015625
1000.0,150.51673889160156
1000.0,150.04495239257812
1000.0,145.11709594726562
1000.0,177.86370849609375
1000.0,148.49240112304688
1000.0,147.81497192382812
1000.0,172.33226013183594
1000.0,164.43472290039062
1000.0,158.9132537841797
1000.0,156.8622283935547
1000.0,159.98330688476562
1000.0,145.59088134765625
1000.0,163.88375854492188
1000.0,155.08029174804688
1000.0,155.84825134277344
1000.0,153.71649169921875
1000.0,148.04974365234375
1000.0,146.7903594970703
1000.0,176.44515991210938
1000.0,154.95867919921875
1000.0,145.56439208984375
1000.0,154.25592041015625
1000.0,154.74676513671875
1000.0,152.79852294921875
1000.0,161.36444091796875
1000.0,149.133056640625
1000.0,154.45559692382812
1000.0,171.36328125
1000.0,147.3893585205078
1000.0,149.2137451171875
1000.0,148.23159790039062
1001.0,162.14141845703125
1001.0,160.04612731933594
1001.0,162.93247985839844
1001.0,165.13177490234375
1001.0,159.40509033203125
1001.0,164.77146911621094
1001.0,161.9573516845703
1001.0,163.69647216796875
1001.0,163.28512573242188
1001.0,164.416259765625
1001.0,162.93435668945312
1001.0,164.96957397460938
1001.0,161.29806518554688
1001.0,162.89334106445312
1001.0,161.4302520751953
1001.0,158.7417449951172
1001.0,160.17376708984375
1001.0,160.38356018066406
1001.0,163.01187133789062
1001.0,162.60516357421875
1001.0,160.64108276367188
1001.0,160.68626403808594
1001.0,160.67576599121094
1001.0,160.88462829589844
1001.0,162.17864990234375
1001.0,166.87477111816406
1001.0,160.420654296875
1001.0,161.2311248779297
1001.0,155.3986358642578
1001.0,157.7834014892578
1001.0,161.864990234375
1001.0,162.1077117919922
1001.0,164.06236267089844
1001.0,161.1337127685547
1001.0,160.31634521484375
1001.0,157.3661651611328
1001.0,158.09104919433594
1001.0,158.04568481445312
1001.0,159.83767700195312
1001.0,164.40457153320312
1001.0,161.51612854003906
1001.0,164.955810546875
1001.0,162.12416076660156
1001.0,162.99317932128906
1001.0,160.4490203857422
1001.0,160.26304626464844
1001.0,162.65228271484375
1001.0,161.50570678710938
1001.0,159.10350036621094
1001.0,159.5009002685547
1001.0,165.7714080810547
1001.0,161.652587890625
1001.0,159.0880584716797
1001.0,160.92904663085938
1001.0,158.41339111328125
1001.0,159.82510375976562
1001.0,161.1983642578125
1001.0,157.91796875
1001.0,158.1400146484375
1001.0,164.0261993408203
1001.0,161.08746337890625
1001.0,160.77963256835938
1001.0,159.47901916503906
1001.0,158.45706176757812
1001.0,159.78262329101562
1001.0,158.21607971191406
1001.0,162.66464233398438
1001.0,161.73016357421875
1001.0,164.1154327392578
1001.0,162.29225158691406
1001.0,157.1328582763672
1001.0,159.4121551513672
1001.0,154.16905212402344
1001.0,158.42921447753906
1001.0,161.52993774414062
1001.0,164.61700439453125
1001.0,166.43807983398438
1001.0,161.20068359375
1001.0,157.01205444335938
1001.0,154.20188903808594
1001.0,162.73382568359375
1001.0,160.8664093017578
1001.0,159.5049285888672
1001.0,158.2532196044922
1001.0,159.17996215820312
1001.0,161.48782348632812
1001.0,156.7519073486328
1001.0,158.12083435058594
1001.0,159.56356811523438
1001.0,157.3604278564453
1001.0,156.13572692871094
1001.0,156.61572265625
1001.0,157.49359130859375
1001.0,162.3378143310547
1001.0,164.21238708496094
1001.0,157.3824005126953
1001.0,157.14111328125
1001.0,156.4806671142578
1001.0,159.87850952148438
1001.0,156.27955627441406
1002.0,162.17428588867188
1002.0,163.19410705566406
1002.0,161.51902770996094
1002.0,162.62191772460938
1002.0,164.24072265625
1002.0,163.92138671875
1002.0,163.603515625
1002.0,162.6211700439453
1002.0,161.88136291503906
1002.0,159.33245849609375
1002.0,163.5889129638672
1002.0,166.3904571533203
1002.0,163.73870849609375
1002.0,164.34136962890625
1002.0,162.80889892578125
1002.0,162.14157104492188
1002.0,160.61737060546875
1002.0,160.75296020507812
1002.0,161.2012481689453
1002.0,164.06265258789062
1002.0,159.1386260986328
1002.0,161.1843719482422
